transactionId,transactionType,amount,transactionTime,sourceAccountId,destinationAccountId
TXN-BULK-0244-0,TRANSFER,1925.97,2026-04-16T22:31:00,ACC1005,ACC1052
TXN-BULK-0244-1,TRANSFER,1972.08,2026-04-16T22:31:10,ACC1005,ACC1806
TXN-BULK-0244-2,TRANSFER,1825.49,2026-04-16T22:31:20,ACC1005,ACC1458
TXN-BULK-0245-0,TRANSFER,1447.59,2026-04-16T22:36:00,ACC1005,ACC2229
TXN-BULK-0245-1,TRANSFER,4112.87,2026-04-16T22:36:10,ACC1005,ACC1678
TXN-BULK-0245-2,TRANSFER,4266.53,2026-04-16T22:36:20,ACC1005,ACC2143
TXN-BULK-0246,TRANSFER,125085.14,2026-04-17T02:47:00,ACC1652,ACC2042
TXN-BULK-0247,DEPOSIT,41813.02,2026-04-16T22:42:00,,ACC1017
TXN-BULK-0248-0,TRANSFER,2005.72,2026-04-16T22:46:00,ACC1005,ACC1452
TXN-BULK-0248-1,TRANSFER,3973.03,2026-04-16T22:46:10,ACC1005,ACC1031
TXN-BULK-0248-2,TRANSFER,3611.24,2026-04-16T22:46:20,ACC1005,ACC1720
TXN-BULK-0249,DEPOSIT,46188.0,2026-04-16T22:50:00,,ACC1017
TXN-BULK-0250,WITHDRAWAL,102388.27,2026-04-17T04:11:00,ACC2247,
TXN-BULK-0251,TRANSFER,14820.83,2026-04-16T22:55:00,ACC2078,ACC1139
TXN-BULK-0252,DEPOSIT,13074.82,2026-04-17T02:57:00,,ACC1647
TXN-BULK-0253,WITHDRAWAL,12899.15,2026-04-17T02:36:00,ACC1133,
TXN-BULK-0254,DEPOSIT,12681.27,2026-04-16T23:07:00,,ACC2025
TXN-BULK-0255,DEPOSIT,9707.68,2026-04-16T23:11:00,,ACC1771
TXN-BULK-0256,WITHDRAWAL,12328.36,2026-04-16T23:12:00,ACC1370,
TXN-BULK-0257,DEPOSIT,13032.92,2026-04-16T23:15:00,,ACC1011
TXN-BULK-0258,WITHDRAWAL,3322.9,2026-04-16T23:16:00,ACC2231,
TXN-BULK-0259,WITHDRAWAL,4321.16,2026-04-16T23:18:00,ACC2261,
TXN-BULK-0260,WITHDRAWAL,96310.73,2026-04-17T02:29:00,ACC2025,
TXN-BULK-0261,WITHDRAWAL,6705.86,2026-04-17T02:05:00,ACC2604,
TXN-BULK-0262,WITHDRAWAL,8299.3,2026-04-16T23:24:00,ACC1372,
TXN-BULK-0263,DEPOSIT,518525.8,2026-04-17T03:52:00,,ACC1301
TXN-BULK-0264,WITHDRAWAL,102722.66,2026-04-17T01:36:00,ACC1806,
TXN-BULK-0265-0,TRANSFER,4431.77,2026-04-16T23:31:00,ACC1005,ACC1828
TXN-BULK-0265-1,TRANSFER,2691.41,2026-04-16T23:31:10,ACC1005,ACC2512
TXN-BULK-0265-2,TRANSFER,4739.75,2026-04-16T23:31:20,ACC1005,ACC1417
TXN-BULK-0266,WITHDRAWAL,4180.09,2026-04-16T23:36:00,ACC2118,
TXN-BULK-0267,WITHDRAWAL,66797.85,2026-04-17T03:49:00,ACC1353,
TXN-BULK-0268-0,TRANSFER,2317.77,2026-04-16T23:45:00,ACC1005,ACC2242
TXN-BULK-0268-1,TRANSFER,1319.6,2026-04-16T23:45:10,ACC1005,ACC1796
TXN-BULK-0268-2,TRANSFER,1612.88,2026-04-16T23:45:20,ACC1005,ACC2161
TXN-BULK-0269,DEPOSIT,1433.83,2026-04-16T23:46:00,,ACC1505
TXN-BULK-0270,WITHDRAWAL,2612.58,2026-04-16T23:50:00,ACC1977,
TXN-BULK-0271,DEPOSIT,8807.27,2026-04-16T23:54:00,,ACC1325
TXN-BULK-0272,DEPOSIT,5301.8,2026-04-16T23:56:00,,ACC1463
TXN-BULK-0273,WITHDRAWAL,147902.87,2026-04-17T02:59:00,ACC1204,
TXN-BULK-0274,WITHDRAWAL,7564.57,2026-04-17T02:34:00,ACC1147,
TXN-BULK-0275,WITHDRAWAL,9001.19,2026-04-17T00:06:00,ACC2273,
TXN-BULK-0276,TRANSFER,928837.98,2026-04-17T03:01:00,ACC1857,ACC2152
TXN-BULK-0277,WITHDRAWAL,14815.73,2026-04-17T00:10:00,ACC1558,
TXN-BULK-0278,DEPOSIT,32348.16,2026-04-17T00:14:00,,ACC1017
TXN-BULK-0279,DEPOSIT,10675.11,2026-04-17T00:19:00,,ACC1740
TXN-BULK-0280,WITHDRAWAL,14836.24,2026-04-17T00:20:00,ACC1344,
TXN-BULK-0281,TRANSFER,2881.8,2026-04-17T00:21:00,ACC1564,ACC1609
TXN-BULK-0282,DEPOSIT,10977.72,2026-04-17T02:54:00,,ACC1567
TXN-BULK-0283,DEPOSIT,648706.86,2026-04-17T00:32:00,,ACC2410
TXN-BULK-0284-0,TRANSFER,3426.56,2026-04-17T00:36:00,ACC1005,ACC2090
TXN-BULK-0284-1,TRANSFER,3998.24,2026-04-17T00:36:10,ACC1005,ACC1825
TXN-BULK-0284-2,TRANSFER,1148.82,2026-04-17T00:36:20,ACC1005,ACC2261
TXN-BULK-0285,WITHDRAWAL,83260.08,2026-04-17T04:41:00,ACC2364,
TXN-BULK-0286,WITHDRAWAL,14304.26,2026-04-17T00:43:00,ACC1167,
TXN-BULK-0287,TRANSFER,14510.46,2026-04-17T00:48:00,ACC2053,ACC1962
TXN-BULK-0288,TRANSFER,509821.31,2026-04-17T02:22:00,ACC2493,ACC1088
TXN-BULK-0289,WITHDRAWAL,87628.66,2026-04-17T03:12:00,ACC1768,
TXN-BULK-0290,DEPOSIT,4702.52,2026-04-17T02:20:00,,ACC1848
TXN-BULK-0291,WITHDRAWAL,13420.11,2026-04-17T00:57:00,ACC1126,
TXN-BULK-0292,TRANSFER,108242.45,2026-04-17T04:25:00,ACC1093,ACC1757
TXN-BULK-0293,TRANSFER,780492.78,2026-04-17T00:58:00,ACC1572,ACC2524
TXN-BULK-0294,DEPOSIT,7667.77,2026-04-17T01:05:00,,ACC2055
TXN-BULK-0295,WITHDRAWAL,112376.99,2026-04-17T04:38:00,ACC2475,
TXN-BULK-0296,WITHDRAWAL,13725.18,2026-04-17T02:49:00,ACC1225,
TXN-BULK-0297,DEPOSIT,10687.73,2026-04-17T01:13:00,,ACC1183
TXN-BULK-0298,DEPOSIT,5006.75,2026-04-17T01:14:00,,ACC1598
TXN-BULK-0299,DEPOSIT,4222.01,2026-04-17T01:18:00,,ACC2588
TXN-BULK-0300,DEPOSIT,10609.82,2026-04-17T01:23:00,,ACC1627
TXN-BULK-0301,DEPOSIT,643.97,2026-04-17T01:25:00,,ACC1646
TXN-BULK-0302-0,TRANSFER,1091.51,2026-04-17T01:26:00,ACC1005,ACC1757
TXN-BULK-0302-1,TRANSFER,3116.9,2026-04-17T01:26:10,ACC1005,ACC1288
TXN-BULK-0302-2,TRANSFER,2458.04,2026-04-17T01:26:20,ACC1005,ACC2450
TXN-BULK-0303,WITHDRAWAL,80595.51,2026-04-17T03:51:00,ACC2168,
TXN-BULK-0304,WITHDRAWAL,8934.05,2026-04-17T01:30:00,ACC1397,
TXN-BULK-0305,TRANSFER,8459.52,2026-04-17T01:31:00,ACC1118,ACC2434
TXN-BULK-0306,DEPOSIT,10814.24,2026-04-17T01:32:00,,ACC2328
TXN-BULK-0307,DEPOSIT,47940.35,2026-04-17T01:36:00,,ACC1017
TXN-BULK-0308,TRANSFER,87832.38,2026-04-17T04:26:00,ACC1591,ACC2040
TXN-BULK-0309-0,TRANSFER,4923.22,2026-04-17T01:41:00,ACC1005,ACC1085
TXN-BULK-0309-1,TRANSFER,1968.88,2026-04-17T01:41:10,ACC1005,ACC1417
TXN-BULK-0309-2,TRANSFER,1042.03,2026-04-17T01:41:20,ACC1005,ACC1059
TXN-BULK-0310,DEPOSIT,13173.85,2026-04-17T01:43:00,,ACC2602
TXN-BULK-0311,TRANSFER,12072.11,2026-04-17T01:44:00,ACC1402,ACC1499
TXN-BULK-0312,WITHDRAWAL,6360.82,2026-04-17T01:47:00,ACC2267,
TXN-BULK-0313-0,TRANSFER,4460.14,2026-04-17T01:50:00,ACC1005,ACC1140
TXN-BULK-0313-1,TRANSFER,3517.72,2026-04-17T01:50:10,ACC1005,ACC2441
TXN-BULK-0313-2,TRANSFER,1026.65,2026-04-17T01:50:20,ACC1005,ACC1108
TXN-BULK-0314,DEPOSIT,34389.65,2026-04-17T01:53:00,,ACC1017
TXN-BULK-0315,DEPOSIT,13471.25,2026-04-17T01:54:00,,ACC1283
TXN-BULK-0316,TRANSFER,954770.66,2026-04-17T03:59:00,ACC1745,ACC2461
TXN-BULK-0317,DEPOSIT,42745.85,2026-04-17T02:01:00,,ACC1017
TXN-BULK-0318,TRANSFER,65980.42,2026-04-17T01:22:00,ACC2190,ACC1156
TXN-BULK-0319,WITHDRAWAL,12940.74,2026-04-17T02:04:00,ACC1592,
TXN-BULK-0320,DEPOSIT,5374.65,2026-04-17T02:06:00,,ACC1408
TXN-BULK-0321,TRANSFER,3012.79,2026-04-17T02:29:00,ACC1587,ACC2233
TXN-BULK-0322,TRANSFER,3735.86,2026-04-17T02:13:00,ACC2016,ACC2369
TXN-BULK-0323,DEPOSIT,14899.04,2026-04-17T02:08:00,,ACC1160
TXN-BULK-0324,TRANSFER,61786.29,2026-04-17T02:27:00,ACC1301,ACC1345
TXN-BULK-0325-0,TRANSFER,2010.96,2026-04-17T02:20:00,ACC1005,ACC1038
TXN-BULK-0325-1,TRANSFER,3195.6,2026-04-17T02:20:10,ACC1005,ACC1925
TXN-BULK-0325-2,TRANSFER,2374.05,2026-04-17T02:20:20,ACC1005,ACC1804
TXN-BULK-0326,DEPOSIT,641580.8,2026-04-17T03:22:00,,ACC1816
TXN-BULK-0327,DEPOSIT,23505.7,2026-04-17T02:24:00,,ACC1017
TXN-BULK-0328,DEPOSIT,945024.22,2026-04-17T02:54:00,,ACC2166
TXN-BULK-0329,WITHDRAWAL,9612.58,2026-04-17T02:30:00,ACC2426,
TXN-BULK-0330,TRANSFER,11491.1,2026-04-17T02:34:00,ACC1831,ACC1926
TXN-BULK-0331,DEPOSIT,2027.89,2026-04-17T02:37:00,,ACC1924
TXN-BULK-0332,DEPOSIT,47874.97,2026-04-17T02:38:00,,ACC1017
TXN-BULK-0333,TRANSFER,109667.44,2026-04-17T02:30:00,ACC2237,ACC2002
TXN-BULK-0334,WITHDRAWAL,3121.04,2026-04-17T02:43:00,ACC2342,
TXN-BULK-0335,WITHDRAWAL,13957.29,2026-04-17T02:46:00,ACC1378,
TXN-BULK-0336,TRANSFER,13579.73,2026-04-17T02:50:00,ACC1550,ACC2453
TXN-BULK-0337-0,TRANSFER,2507.58,2026-04-17T02:54:00,ACC1005,ACC2060
TXN-BULK-0337-1,TRANSFER,2853.17,2026-04-17T02:54:10,ACC1005,ACC1723
TXN-BULK-0337-2,TRANSFER,2999.64,2026-04-17T02:54:20,ACC1005,ACC2390
TXN-BULK-0338,WITHDRAWAL,105224.8,2026-04-17T02:36:00,ACC1854,
TXN-BULK-0339,WITHDRAWAL,12613.35,2026-04-17T02:56:00,ACC1518,
TXN-BULK-0340,TRANSFER,5585.28,2026-04-17T02:58:00,ACC1178,ACC2253
TXN-BULK-0341,DEPOSIT,1088.04,2026-04-17T03:03:00,,ACC1713
TXN-BULK-0342,TRANSFER,72052.57,2026-04-17T04:39:00,ACC2363,ACC1443
TXN-BULK-0343,WITHDRAWAL,3782.83,2026-04-17T03:08:00,ACC1965,
TXN-BULK-0344,DEPOSIT,545760.35,2026-04-17T02:33:00,,ACC1959
TXN-BULK-0345,TRANSFER,954312.36,2026-04-17T02:39:00,ACC2129,ACC1612
TXN-BULK-0346,DEPOSIT,27246.64,2026-04-17T03:12:00,,ACC1017
TXN-BULK-0347,DEPOSIT,46617.55,2026-04-17T03:15:00,,ACC1017
TXN-BULK-0348,TRANSFER,13078.85,2026-04-17T03:20:00,ACC2288,ACC1175
TXN-BULK-0349,DEPOSIT,14377.31,2026-04-17T03:22:00,,ACC1404
TXN-BULK-0350,DEPOSIT,10381.18,2026-04-17T02:26:00,,ACC1103
TXN-BULK-0351,WITHDRAWAL,13759.0,2026-04-17T03:29:00,ACC2461,
TXN-BULK-0352-0,TRANSFER,3791.98,2026-04-17T03:33:00,ACC1005,ACC1013
TXN-BULK-0352-1,TRANSFER,4101.53,2026-04-17T03:33:10,ACC1005,ACC2252
TXN-BULK-0352-2,TRANSFER,1351.02,2026-04-17T03:33:20,ACC1005,ACC1636
TXN-BULK-0353,TRANSFER,11688.37,2026-04-17T03:37:00,ACC1431,ACC2297
TXN-BULK-0354,DEPOSIT,7668.85,2026-04-17T03:42:00,,ACC2073
TXN-BULK-0355,TRANSFER,767.42,2026-04-17T03:46:00,ACC2191,ACC1691
TXN-BULK-0356,DEPOSIT,5698.6,2026-04-17T03:49:00,,ACC1661
TXN-BULK-0357,DEPOSIT,8055.13,2026-04-17T02:08:00,,ACC2586
TXN-BULK-0358,TRANSFER,6097.82,2026-04-17T03:55:00,ACC2049,ACC1789
TXN-BULK-0359,DEPOSIT,22314.73,2026-04-17T03:56:00,,ACC1017
TXN-BULK-0360,DEPOSIT,38917.65,2026-04-17T03:58:00,,ACC1017
TXN-BULK-0361,TRANSFER,6195.6,2026-04-17T04:02:00,ACC2387,ACC1269
TXN-BULK-0362,TRANSFER,966215.71,2026-04-17T00:51:00,ACC2544,ACC1269
TXN-BULK-0363,TRANSFER,6232.32,2026-04-17T04:09:00,ACC2507,ACC1775
TXN-BULK-0364,TRANSFER,128807.95,2026-04-17T03:30:00,ACC2239,ACC2649
TXN-BULK-0365,TRANSFER,12239.1,2026-04-17T04:16:00,ACC1679,ACC1504
TXN-BULK-0366,TRANSFER,6170.12,2026-04-17T04:17:00,ACC1214,ACC1532
TXN-BULK-0367,DEPOSIT,4516.79,2026-04-17T04:21:00,,ACC2479
TXN-BULK-0368,DEPOSIT,13598.45,2026-04-17T04:26:00,,ACC2179
TXN-BULK-0369-0,TRANSFER,1949.93,2026-04-17T04:30:00,ACC1005,ACC1908
TXN-BULK-0369-1,TRANSFER,2455.65,2026-04-17T04:30:10,ACC1005,ACC1042
TXN-BULK-0369-2,TRANSFER,2084.99,2026-04-17T04:30:20,ACC1005,ACC2191
TXN-BULK-0370,TRANSFER,7573.3,2026-04-17T04:33:00,ACC1175,ACC1568
TXN-BULK-0371,TRANSFER,898230.95,2026-04-17T01:25:00,ACC1598,ACC2047
TXN-BULK-0372,DEPOSIT,917.42,2026-04-17T04:43:00,,ACC1689
TXN-BULK-0373-0,TRANSFER,4935.22,2026-04-17T04:48:00,ACC1005,ACC2209
TXN-BULK-0373-1,TRANSFER,2126.27,2026-04-17T04:48:10,ACC1005,ACC2297
TXN-BULK-0373-2,TRANSFER,3804.93,2026-04-17T04:48:20,ACC1005,ACC1922
TXN-BULK-0374,DEPOSIT,4808.29,2026-04-17T04:49:00,,ACC2452
TXN-BULK-0375,TRANSFER,900801.69,2026-04-17T00:28:00,ACC1673,ACC1876
TXN-BULK-0376,DEPOSIT,10246.44,2026-04-17T04:54:00,,ACC1890
TXN-BULK-0377,TRANSFER,7491.01,2026-04-17T04:56:00,ACC2238,ACC2569
TXN-BULK-0378,TRANSFER,143999.61,2026-04-17T04:06:00,ACC2233,ACC1270
TXN-BULK-0379,DEPOSIT,7749.35,2026-04-17T04:59:00,,ACC2455
TXN-BULK-0380,DEPOSIT,41216.71,2026-04-17T05:04:00,,ACC1017
TXN-BULK-0381,TRANSFER,6768.75,2026-04-17T05:09:00,ACC2364,ACC1236
TXN-BULK-0382,DEPOSIT,7465.74,2026-04-17T05:11:00,,ACC1624
TXN-BULK-0383,DEPOSIT,126.1,2026-04-17T05:16:00,,ACC1073
TXN-BULK-0384,DEPOSIT,3305.85,2026-04-17T05:20:00,,ACC2327
TXN-BULK-0385-0,TRANSFER,2094.59,2026-04-17T05:22:00,ACC1005,ACC1184
TXN-BULK-0385-1,TRANSFER,4620.77,2026-04-17T05:22:10,ACC1005,ACC2297
TXN-BULK-0385-2,TRANSFER,1205.17,2026-04-17T05:22:20,ACC1005,ACC2210
TXN-BULK-0386,TRANSFER,8769.74,2026-04-17T05:24:00,ACC1445,ACC1040
TXN-BULK-0387,DEPOSIT,7295.99,2026-04-17T05:25:00,,ACC1511
TXN-BULK-0388,TRANSFER,11028.23,2026-04-17T05:26:00,ACC2063,ACC2272
TXN-BULK-0389,DEPOSIT,653463.27,2026-04-17T01:01:00,,ACC2580
TXN-BULK-0390,TRANSFER,4901.72,2026-04-17T05:35:00,ACC2044,ACC1543
TXN-BULK-0391,TRANSFER,901503.9,2026-04-17T00:26:00,ACC2603,ACC2034
TXN-BULK-0392,TRANSFER,13915.39,2026-04-17T05:41:00,ACC2303,ACC1349
TXN-BULK-0393,DEPOSIT,742994.19,2026-04-17T02:14:00,,ACC2352
TXN-BULK-0394,TRANSFER,5245.27,2026-04-17T05:47:00,ACC2571,ACC2507
TXN-BULK-0395-0,TRANSFER,1526.9,2026-04-17T05:52:00,ACC1005,ACC2453
TXN-BULK-0395-1,TRANSFER,2843.75,2026-04-17T05:52:10,ACC1005,ACC1394
TXN-BULK-0395-2,TRANSFER,4970.28,2026-04-17T05:52:20,ACC1005,ACC2212
TXN-BULK-0396,DEPOSIT,13393.19,2026-04-17T05:57:00,,ACC2314
TXN-BULK-0397,TRANSFER,88427.09,2026-04-17T03:35:00,ACC2131,ACC2055
TXN-BULK-0398-0,TRANSFER,4428.66,2026-04-17T06:03:00,ACC1005,ACC1639
TXN-BULK-0398-1,TRANSFER,1652.98,2026-04-17T06:03:10,ACC1005,ACC2302
TXN-BULK-0398-2,TRANSFER,4026.28,2026-04-17T06:03:20,ACC1005,ACC1128
TXN-BULK-0399,DEPOSIT,2550.2,2026-04-17T06:04:00,,ACC2362
TXN-BULK-0400,DEPOSIT,33177.83,2026-04-17T06:09:00,,ACC1017
TXN-BULK-0401-0,TRANSFER,3991.92,2026-04-17T06:12:00,ACC1005,ACC1725
TXN-BULK-0401-1,TRANSFER,4444.5,2026-04-17T06:12:10,ACC1005,ACC2458
TXN-BULK-0401-2,TRANSFER,2626.64,2026-04-17T06:12:20,ACC1005,ACC1552
TXN-BULK-0402,TRANSFER,14719.63,2026-04-17T06:17:00,ACC1537,ACC1563
TXN-BULK-0403,DEPOSIT,176.9,2026-04-17T06:19:00,,ACC2354
TXN-BULK-0404,WITHDRAWAL,5385.91,2026-04-17T06:23:00,ACC2210,
TXN-BULK-0405,TRANSFER,7774.73,2026-04-17T06:27:00,ACC1478,ACC2443
TXN-BULK-0406,DEPOSIT,7232.62,2026-04-17T06:31:00,,ACC1021
TXN-BULK-0407,DEPOSIT,4970.96,2026-04-17T06:36:00,,ACC2242
TXN-BULK-0408,TRANSFER,114940.63,2026-04-17T04:34:00,ACC1814,ACC1081
TXN-BULK-0409,DEPOSIT,9371.47,2026-04-17T06:44:00,,ACC1149
TXN-BULK-0410,DEPOSIT,9720.55,2026-04-17T06:47:00,,ACC2609
TXN-BULK-0411,WITHDRAWAL,7098.46,2026-04-17T06:49:00,ACC2513,
TXN-BULK-0412,TRANSFER,730411.19,2026-04-17T01:47:00,ACC1266,ACC2411
TXN-BULK-0413,DEPOSIT,936407.99,2026-04-17T02:59:00,,ACC1342
TXN-BULK-0414,DEPOSIT,33429.84,2026-04-17T07:01:00,,ACC1017
TXN-BULK-0415,WITHDRAWAL,62610.99,2026-04-17T01:12:00,ACC2613,
TXN-BULK-0416,DEPOSIT,13107.11,2026-04-17T07:05:00,,ACC1474
TXN-BULK-0417,TRANSFER,10649.2,2026-04-17T07:10:00,ACC2349,ACC2130
TXN-BULK-0418-0,TRANSFER,1748.33,2026-04-17T07:15:00,ACC1005,ACC2169
TXN-BULK-0418-1,TRANSFER,4719.72,2026-04-17T07:15:10,ACC1005,ACC2630
TXN-BULK-0418-2,TRANSFER,3178.27,2026-04-17T07:15:20,ACC1005,ACC2318
TXN-BULK-0419,TRANSFER,5425.77,2026-04-17T07:20:00,ACC2158,ACC1367
TXN-BULK-0420-0,TRANSFER,3412.73,2026-04-17T07:24:00,ACC1005,ACC1722
TXN-BULK-0420-1,TRANSFER,3105.12,2026-04-17T07:24:10,ACC1005,ACC1988
TXN-BULK-0420-2,TRANSFER,2446.55,2026-04-17T07:24:20,ACC1005,ACC1569
TXN-BULK-0421,WITHDRAWAL,4764.93,2026-04-17T07:28:00,ACC2033,
TXN-BULK-0422,TRANSFER,10927.01,2026-04-17T07:33:00,ACC2534,ACC2355
TXN-BULK-0423-0,TRANSFER,2285.13,2026-04-17T07:34:00,ACC1005,ACC2192
TXN-BULK-0423-1,TRANSFER,1888.4,2026-04-17T07:34:10,ACC1005,ACC2382
TXN-BULK-0423-2,TRANSFER,2069.82,2026-04-17T07:34:20,ACC1005,ACC2549
TXN-BULK-0424,DEPOSIT,10891.58,2026-04-17T07:39:00,,ACC1730
TXN-BULK-0425-0,TRANSFER,1930.95,2026-04-17T07:41:00,ACC1005,ACC2027
TXN-BULK-0425-1,TRANSFER,4841.69,2026-04-17T07:41:10,ACC1005,ACC1544
TXN-BULK-0425-2,TRANSFER,3096.8,2026-04-17T07:41:20,ACC1005,ACC1890
TXN-BULK-0426,TRANSFER,5975.73,2026-04-17T07:45:00,ACC2471,ACC2011
TXN-BULK-0427,TRANSFER,4349.32,2026-04-17T02:35:00,ACC2310,ACC1518
TXN-BULK-0428,TRANSFER,13385.33,2026-04-17T07:49:00,ACC1689,ACC2082
TXN-BULK-0429,WITHDRAWAL,9669.37,2026-04-17T07:52:00,ACC2479,
TXN-BULK-0430,DEPOSIT,2306.35,2026-04-17T07:54:00,,ACC1559
TXN-BULK-0431-0,TRANSFER,1557.6,2026-04-17T07:58:00,ACC1005,ACC1049
TXN-BULK-0431-1,TRANSFER,1169.12,2026-04-17T07:58:10,ACC1005,ACC2640
TXN-BULK-0431-2,TRANSFER,1650.28,2026-04-17T07:58:20,ACC1005,ACC1650
TXN-BULK-0432,DEPOSIT,7075.84,2026-04-17T08:01:00,,ACC2283
TXN-BULK-0433,WITHDRAWAL,6989.98,2026-04-17T08:06:00,ACC1500,
TXN-BULK-0434,TRANSFER,12408.85,2026-04-17T08:07:00,ACC1131,ACC1051
TXN-BULK-0435-0,TRANSFER,1150.07,2026-04-17T08:10:00,ACC1005,ACC1951
TXN-BULK-0435-1,TRANSFER,4844.91,2026-04-17T08:10:10,ACC1005,ACC1751
TXN-BULK-0435-2,TRANSFER,3992.87,2026-04-17T08:10:20,ACC1005,ACC2079
TXN-BULK-0436,WITHDRAWAL,8076.98,2026-04-17T08:15:00,ACC1424,
TXN-BULK-0437,DEPOSIT,10150.27,2026-04-17T08:17:00,,ACC1013
TXN-BULK-0438,DEPOSIT,4227.19,2026-04-17T08:20:00,,ACC2504
TXN-BULK-0439,TRANSFER,9049.13,2026-04-17T02:00:00,ACC1859,ACC1074
TXN-BULK-0440,DEPOSIT,14601.42,2026-04-17T08:25:00,,ACC2102
TXN-BULK-0441,WITHDRAWAL,5016.17,2026-04-17T08:29:00,ACC2421,
TXN-BULK-0442,WITHDRAWAL,7121.19,2026-04-17T08:34:00,ACC1235,
TXN-BULK-0443,DEPOSIT,10166.96,2026-04-17T08:39:00,,ACC1339
TXN-BULK-0444,DEPOSIT,35437.58,2026-04-17T08:43:00,,ACC1017
TXN-BULK-0445,TRANSFER,127044.03,2026-04-17T03:41:00,ACC2260,ACC1870
TXN-BULK-0446,TRANSFER,832678.82,2026-04-17T00:58:00,ACC1233,ACC1988
TXN-BULK-0447,WITHDRAWAL,1369.04,2026-04-17T08:52:00,ACC2630,
TXN-BULK-0448,TRANSFER,9951.8,2026-04-17T08:54:00,ACC2229,ACC1942
TXN-BULK-0449,DEPOSIT,6660.17,2026-04-17T08:57:00,,ACC1009
TXN-BULK-0450,TRANSFER,6555.83,2026-04-17T09:01:00,ACC2062,ACC1724
TXN-BULK-0451,DEPOSIT,7599.01,2026-04-17T09:02:00,,ACC1842
TXN-BULK-0452,DEPOSIT,8521.47,2026-04-17T09:06:00,,ACC1302
TXN-BULK-0453,TRANSFER,659665.33,2026-04-17T03:50:00,ACC1281,ACC1269
TXN-BULK-0454,DEPOSIT,749709.64,2026-04-17T03:27:00,,ACC1699
TXN-BULK-0455,DEPOSIT,8673.79,2026-04-17T09:16:00,,ACC2096
TXN-BULK-0456,DEPOSIT,5661.96,2026-04-17T09:20:00,,ACC1301
TXN-BULK-0457,TRANSFER,1766.78,2026-04-17T09:23:00,ACC1955,ACC1863
TXN-BULK-0458,TRANSFER,8179.92,2026-04-17T09:26:00,ACC2352,ACC1775
TXN-BULK-0459,DEPOSIT,662226.05,2026-04-17T02:09:00,,ACC1522
TXN-BULK-0460,DEPOSIT,44677.96,2026-04-17T09:34:00,,ACC1017
TXN-BULK-0461,WITHDRAWAL,7042.75,2026-04-17T09:35:00,ACC2307,
TXN-BULK-0462,DEPOSIT,6951.65,2026-04-17T09:38:00,,ACC1865
TXN-BULK-0463,TRANSFER,14632.16,2026-04-17T09:43:00,ACC1839,ACC1633
TXN-BULK-0464,DEPOSIT,4291.57,2026-04-17T09:48:00,,ACC1507
TXN-BULK-0465,WITHDRAWAL,733.79,2026-04-17T09:53:00,ACC2441,
TXN-BULK-0466,WITHDRAWAL,13848.12,2026-04-17T09:58:00,ACC2262,
TXN-BULK-0467,DEPOSIT,7597.02,2026-04-17T10:00:00,,ACC2503
TXN-BULK-0468-0,TRANSFER,3558.59,2026-04-17T10:02:00,ACC1005,ACC1141
TXN-BULK-0468-1,TRANSFER,2722.52,2026-04-17T10:02:10,ACC1005,ACC1341
TXN-BULK-0468-2,TRANSFER,1230.01,2026-04-17T10:02:20,ACC1005,ACC1049
TXN-BULK-0469,WITHDRAWAL,66432.19,2026-04-17T02:47:00,ACC1421,
TXN-BULK-0470,TRANSFER,801226.69,2026-04-17T01:03:00,ACC1514,ACC2375
TXN-BULK-0471,DEPOSIT,5377.11,2026-04-17T10:17:00,,ACC2490
TXN-BULK-0472,DEPOSIT,860.72,2026-04-17T10:21:00,,ACC2074
TXN-BULK-0473,DEPOSIT,4481.72,2026-04-17T10:22:00,,ACC2643
TXN-BULK-0474,DEPOSIT,33282.07,2026-04-17T10:25:00,,ACC1017
TXN-BULK-0475,DEPOSIT,740.19,2026-04-17T10:27:00,,ACC1012
TXN-BULK-0476,WITHDRAWAL,11800.07,2026-04-17T10:30:00,ACC2362,
TXN-BULK-0477,WITHDRAWAL,6961.37,2026-04-17T10:34:00,ACC2432,
TXN-BULK-0478,DEPOSIT,9026.02,2026-04-17T10:37:00,,ACC2217
TXN-BULK-0479,DEPOSIT,587596.98,2026-04-17T03:22:00,,ACC2001
TXN-BULK-0480,TRANSFER,4408.73,2026-04-17T10:41:00,ACC2169,ACC2387
TXN-BULK-0481,DEPOSIT,734818.79,2026-04-17T00:43:00,,ACC2302
TXN-BULK-0482,WITHDRAWAL,3398.21,2026-04-17T10:46:00,ACC1677,
TXN-BULK-0483,TRANSFER,903831.38,2026-04-17T00:30:00,ACC2478,ACC1763
TXN-BULK-0484,TRANSFER,93086.3,2026-04-17T04:54:00,ACC1640,ACC2560
TXN-BULK-0485,WITHDRAWAL,8992.54,2026-04-17T10:52:00,ACC2272,
TXN-BULK-0486,WITHDRAWAL,6130.63,2026-04-17T10:55:00,ACC1321,
TXN-BULK-0487,WITHDRAWAL,12563.53,2026-04-17T10:58:00,ACC1840,
TXN-BULK-0488,TRANSFER,13132.53,2026-04-17T10:59:00,ACC1725,ACC2331
TXN-BULK-0489,WITHDRAWAL,5625.39,2026-04-17T11:00:00,ACC2156,
TXN-BULK-0490,WITHDRAWAL,10141.38,2026-04-17T11:04:00,ACC2583,
TXN-BULK-0491,WITHDRAWAL,426.03,2026-04-17T11:08:00,ACC2443,
